"","grid","property","county","pixel"
"1",-0.00656877586640094,-0.00485980471745148,-0.0090306979851962,-0.01219594812892
"2",-0.000365496448464215,-0.00261737650405209,0.0041586339521951,-9.69518790293732e-05
"3",-0.00663344746897573,0.0129124489076355,-0.00665021371073104,-0.00881662088397692
"4",0.0101949966105698,0.0106605080201553,0.0049669228187489,0.00583827397726051
"5",0.0065037195349697,0.00510418669846239,-0.00258124546329156,0.000409058735278203
"6",0.00237593923140163,0.00792518578601457,0.00324410857489155,0.00506565692426895
"7",-0.00239550760862269,-0.00552103612710967,-0.00613167350119412,-0.00225405979155992
"8",-0.00824023436809208,-0.00426956794236214,-0.0148153391817025,-0.0144585105426014
"9",-0.0027325155764948,-0.00262728366997826,0.00279882137640628,-0.00833306859759565
"10",-0.00969798587392836,-0.00503675659867212,0.00506882426279781,-0.00622921738676484
"11",-0.0025750912729804,0.00527163701611297,0.00102850902883249,-0.00252050952078494
"12",-0.00111170203282865,-0.0137936383792339,0.000475362984189662,0.00243584226687082
"13",-0.0095553300644277,0.000558769640903704,-0.00538231950753869,-0.00789616117705727
"14",-0.000416358383510498,-0.00221796307318014,-0.00616010938846783,-0.00124526906406491
"15",0.0013901319954817,0.00783275733792498,0.00519301038012815,0.000355812357596557
"16",0.00550313199818488,0.00430896487856184,0.00764076055660206,0.00245454354101328
"17",-0.0102105948732128,-0.00288543638212264,-0.00914897544808102,-0.00900458548185314
"18",-0.00121927002559247,0.0160410631432622,0.00767156070641203,-0.00361241801366092
"19",-0.00740767553194625,-0.00332395297048738,-0.0056719609145299,-0.00682720025044308
"20",0.00484803207224409,0.00745011953681595,0.00628554775992862,0.000310907449193985
"21",0.00394637310823435,0.00668948740092978,0.00780587019657526,0.00126861332345405
"22",-0.000659249236376296,-0.00558427599725594,-9.485622470797e-05,-0.00306979692450932
"23",0.00230768825524973,0.00818499590026051,0.0106819389791239,0.00289579708022214
"24",-0.0110932699964433,-0.00603676158963608,-0.00381708163246031,-0.00896698396805327
"25",-0.00502102639203602,-0.00294224718293063,-0.000206873678017961,-0.00873045699619751
"26",0.000954008854964557,0.00507751920622862,0.00273676296709241,0.00187317364088843
"27",0.00644443473669073,-0.00150796595810523,0.00452075739862761,0.00417550384865871
"28",-0.00951059343064212,-0.00326413445688938,-0.00364286638922405,-0.0092598623185811
"29",0.00288916930167765,0.00426292240765662,0.00167092936007061,-0.00351745053908233
"30",-0.00172344944426308,0.00705186644060016,-0.00177352831043085,-0.00239272347331614
"31",-0.00211178109127316,0.00686813137025735,-0.0025588719473976,-0.00165741585755525
"32",0.00384289786211102,0.0033485939088489,0.0047665107467761,0.000934098008081091
"33",-0.00311686755610011,0.011248858993848,-0.00427057513825531,-0.00269916454618428
"34",-0.00549532907600423,-0.00468680076934327,0.000271224800017299,-0.00237106088615413
"35",0.00695168685684633,0.00446994703076456,0.00183489982543606,0.00462343333126245
