"","grid","property","county","pixel"
"1",-0.0033326748799309,0.00486409244920922,-0.00400519378593219,-0.00459351215253934
"2",-0.00635369943838391,-0.0115536299805967,-0.0116395354793819,-0.0159745769813438
"3",-0.0113544162291276,-0.00167603026301219,-0.00444505254971851,-0.0164456897629965
"4",-0.0037953148027583,-0.00418388952734061,-0.00236791843572827,-0.00193342947164286
"5",-0.00907368726055173,-0.00103477054888774,-0.0110089578719704,-0.0136676564793839
"6",0.00391958873820037,-0.00462403213171438,0.00554108096309118,0.00255494993480947
"7",-0.00172980382368549,-0.00490728651338228,0.000502617038434811,-0.0052876606029407
"8",-0.00956847019760938,-0.00566142349508771,-0.00483485634733754,-0.0137048749532317
"9",-0.00829129555526141,-0.0130243963209451,-0.00560069820788359,-0.00668258722615904
"10",0.00248739076286628,-0.000851616611698735,0.00461810362813094,-0.00164184659611989
"11",-0.0143165690909507,-0.0138100199703902,-0.00504386710623592,-0.0147453779269021
"12",-0.0111541582820109,-0.00809049371018986,-0.014954973948914,-0.0257874520069487
"13",-0.000417807689181622,0.0114236232172379,0.00129747696544919,-0.00211378119153287
"14",0.00202108172156262,-0.00321174109113304,0.00227357333669306,-0.00104748365081876
"15",0.00145129688397744,0.00356511327542859,0.00236469121558705,8.69766851931963e-05
"16",0.00832347849885937,0.0178893126441987,0.0096505063134125,0.00468377212166408
"17",-0.00960255504461479,-0.00593210134717463,-0.00987831959759363,-0.0105933835424253
"18",0.00160814258480177,-0.00443250083800098,-0.000527053813323446,-0.00186094418924021
"19",0.00503368875090127,0.00303672967257723,0.00544773499383831,-0.000443406393419291
"20",-0.00268033509520633,-0.00306082764311885,-0.00592984384876531,-0.00263226348381385
"21",-0.000867848611110016,0.000211863241947762,-0.00480082473494729,-0.00626906764070566
"22",-0.0103666658625846,-0.0172323440316121,-0.00385272161417259,-0.0155062883725753
"23",-0.00676871730579995,-0.000602926910960241,-0.00291046197319199,-0.00889919979739495
"24",-0.0127967676643483,-0.00914342070323993,-0.00888318619694186,-0.0127178090815024
"25",-0.000853537670587965,-0.00489619344759906,-0.00184410132221101,-0.00845422267066513
"26",-0.00717724903103509,-0.00176353526450543,-0.00477159091597493,-0.0113797015444292
"27",0.00315498542217374,0.0218543059119194,-0.00192356345692687,-0.000697565712377904
"28",0.00115655879971028,0.00185809057548747,0.00552809194602782,-0.000272575713034379
"29",0.00239368863532796,-0.00551727000102465,-0.00141612941371056,-0.0024557091304572
"30",0.00398008665376766,0.00868389889289886,0.00256774660537827,-0.00143954245122729
"31",-0.00177593277597823,-0.010157774299221,0.00407790761178611,-0.000454023880758103
"32",-0.00197302355118218,0.000606194735404084,-0.00271603856167492,-0.00668999758263773
"33",-0.00679072838146119,0.00320207524147496,-0.00727646821349776,-0.00958060078337229
"34",0.00155058514668437,0.00165468384987039,0.00510397869955557,0.00114405180062313
"35",-0.0117660106711715,-0.011320568563773,-0.00877286877453089,-0.0162472568034388
"36",-0.00815815694230095,-0.00450936911859366,-0.00653875834773095,-0.00812933602996227
"37",3.19168618494719e-05,0.00443996131252862,-0.00603791658672309,-0.00299239559363314
"38",-0.00346502837001948,-0.0107183247825557,-0.0112244486088514,-0.00973340257308278
"39",-0.00780311406354931,-0.00122554034705217,-0.00849584971301556,-0.00858121074741587
"40",0.00390238970854416,-0.0106218334348973,-0.00764134350568245,-0.00244012202172625
"41",-0.0033129458074995,-0.00453550122823315,-0.00547797594674337,-0.0102758265576876
"42",0.00695382408913991,-0.0113365240298777,0.00298906514666149,0.00527047000339088
"43",-0.00169510248133949,0.00636871570003653,0.00550301772462621,0.00147302562786725
"44",0.00607774160096108,6.38302320423341e-05,0.0069396562144379,0.00489833017567112
"45",-0.00158513648041794,-0.0105041077381427,-0.00131997592544173,-0.00132576182558818
"46",-0.00767670232315886,-0.0134560734397521,-0.00352315882562102,-0.0101823303868177
"47",-0.00704383627209059,-0.00279677176846151,0.000220857834021818,-0.00822451936092874
"48",0.00333068517224871,0.00366684910878079,0.00362883773097106,0.00283199924548042
"49",0.00268388964422892,-0.0108202095604316,-0.0105695611344748,-0.00438099589282932
"50",-0.00467357891885313,-0.0121239108833586,-0.0256774406555077,-0.0163883688375457
"51",0.000469748070904722,-0.00286087855354762,0.000444328689778712,-0.00377974787442635
"52",-0.00232087604547474,-0.00630489410757398,-0.00376759863764707,-0.00349939927927854
"53",0.00427453303422226,-0.000610754201265466,0.00375072627988502,0.00206691198070753
"54",-0.0154280429944114,-0.00770190461714585,-0.0148863998637342,-0.0130909488376713
"55",-0.00454763214969233,-0.00164824951885123,-0.00198512132856183,-0.00676036352152758
"56",-0.000246054141655645,0.00927824573362913,0.00072537992014148,-0.00131929764889382
"57",0.00687020739231223,0.00671727154885899,0.00692349905014535,0.00670966544400665
"58",-0.00384484654360256,0.00115807733692158,-0.00235420129185843,-0.00923586785390257
