"","grid","property","county","pixel"
"1",-0.0162762145398249,-0.00372659398363484,-0.00948064851442122,-0.0294032760430786
"2",-0.0174064078035471,-0.0210135264472782,-0.016191418556934,-0.0271801664228955
"3",-0.0178815451257483,-0.0142767476419196,-0.010719050629097,-0.0197580330306569
"4",0.0164959853587243,0.0105237347347825,0.0112273487864897,0.0154302659396491
"5",0.00290351319425716,0.00949556134835066,-0.00220964527186519,-0.0027165689107653
"6",0.00353597652040049,-1.58204705633137e-05,0.00445275552493777,0.000695264648390793
"7",0.00534512297661835,0.00147568334195043,0.00888467105949604,0.00383252764758133
"8",-0.0017213395812079,0.0136341209056245,0.00492416336650212,-0.0103703647021526
"9",-0.00738967382982985,-0.00184991432424951,-0.000820402769711608,-0.0102717511017391
"10",0.00752699550178792,-0.00682688177249514,0.00049279543061711,0.000590864689321589
"11",-0.0117253812115265,-0.0161728571498984,-0.00462846428785795,-0.00901719594108857
"12",-0.00990759407784591,0.00219042042978487,-0.00342544070608081,-0.0100400371522746
"13",0.00458954383075821,0.0199153876382362,0.00533271676705474,6.1794235377062e-05
"14",-0.00520058045683459,0.00344178672871331,0.00540592029562903,0.00325366478645915
"15",0.00710426560603856,-0.000674904188174993,0.00243454811058023,0.00281527789845626
"16",0.000462324572987779,-0.00358593083114542,0.00376560944500484,-0.0024240449607372
"17",-0.00249707015689199,-0.0132794578069944,0.000298148485197937,-0.00514930390553767
"18",-0.00831231625988839,-0.00539580626139664,-0.00926876258718156,-0.0101368575377471
"19",0.0016300400354439,-0.00564193105337471,-0.0054388531513811,-0.000349530247671499
"20",-0.00599426413933964,-0.0135852775651243,-0.00276123936069245,-0.00815024519634355
"21",-0.00445651908638096,-0.00264813763731601,-0.00891041861316976,-0.00476634695738984
"22",0.00550383014376475,-0.00227385958810164,0.000860626157509708,-0.00119943185758562
"23",0.00596846300643401,-0.0263228477544719,-0.00199894202362982,0.00120317860062357
"24",-0.00206026196225609,0.00248869645282713,0.00209635083822785,-0.00023233624078511
"25",0.00154703853783206,0.00738902445044575,0.00505405546487068,-0.00254795256891712
"26",0.00706602532137677,0.00770222585156784,0.00909656632303979,0.0100705993304919
"27",0.00695692319809619,0.00571254997459706,0.00657872890951558,0.0052642680607329
"28",-7.39988517225836e-05,0.0101125806166906,-0.00199694504591535,-0.00744058459562291
"29",0.00436934111674566,0.0131118000585525,0.00364631042873698,0.00102066247232665
"30",-0.00577134132885981,-0.00103945531636014,0.0007049966950548,-0.00516561117697915
"31",-0.00227731492938667,-0.00611999949920742,-0.0040169144134172,-0.00179883763319943
"32",-0.0238401710492338,-0.0085834002388967,-0.0148141469389819,-0.0302608152641135
"33",0.0104127300218135,-0.0106142084784183,0.0149063362991373,0.00998904148045768
"34",-0.000528632433812421,0.00610120495036383,0.000224807867347555,-0.0040961823075938
"35",-0.0057590182573578,-0.00370499058285761,-0.00590901690738885,-0.00829561948213864
"36",-0.00778919216271971,-0.0248780709809157,-0.0163730353867169,-0.0135514913750661
"37",-0.00745704794703103,-0.0103994729437709,-0.0148447284236821,-0.0150680985929345
"38",-0.00450655170705414,-0.00796357233216843,-0.00744038514937261,-0.00261253030952429
"39",-0.0107356377756429,-0.00681511197663941,-0.0159787080460579,-0.024076483333204
"40",0.0060659749912102,0.0021761033423522,0.00860735501168078,0.00721498498914675
"41",0.00208711845280158,0.00352482325883039,0.0104054178965865,0.0027963416950287
"42",-0.0128738082729085,-0.0212882340218285,-0.0175280038821006,-0.024642244583503
"43",-0.00592521978778306,-0.00986270292835522,1.87762084724249e-06,-0.000488412732859345
"44",0.00343004051534258,0.00393016054641566,0.00615776135773051,0.00539479951080533
"45",-0.0101693820999322,0.00982800537762464,-0.0094404940290952,-0.0155165628194303
"46",0.0177007247313172,-0.0033806365325404,0.00364702802073537,0.0166033607656863
"47",0.00814808805264391,0.00758645000089012,0.0005078877563607,0.00737898851478233
"48",-0.0114482679085889,0.00856506810317227,-0.0143950667716554,-0.0151820098485438
"49",-0.00148646246571587,-0.0115458522806582,-0.016229680782038,0.000881489933218529
"50",-0.011628386893344,-0.00682252758155753,-0.0138285634905123,-0.00866407876537232
"51",-0.0103089004283582,-0.0169972864947183,-0.0088333727638336,-0.0209532314476944
